date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:46:08	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
16:46:08	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:46:08	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
16:46:08	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
16:46:09	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
16:46:09	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
16:46:09	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
16:46:10	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
16:46:10	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:46:10	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
16:46:10	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
16:46:11	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
16:46:11	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
16:46:11	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
16:46:11	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2007%20Mar%202023%2007:08:12%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
16:46:12	990/990	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Mar%202023%2007:12:49%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
16:46:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Mar%202023%2014:46:53%20GMT	http://www.w3.org/2000/svg	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.w3.org/2000/svg.2b.delayed	(from https://www.classcentral.com/)
16:46:12	1503/1503	---M-Z	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80	https://www.w3.org/2000/svg	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.w3.org/2000/svg.html	(from https://www.classcentral.com/)
16:46:13	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
16:46:13	253532/253532	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2009%20Mar%202023%2014:46:54%20GMT	https://www.googletagmanager.com/gtag/js?id=G-C254RZPQ1X	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.googletagmanager.com/gtag/jsc6b4	(from https://www.classcentral.com/)
16:46:15	601519/601519	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:46:55%20GMT	https://www.classcentral.com/rankings	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
16:46:15	594312/594312	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:46:56%20GMT	https://www.classcentral.com/collections	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
16:46:16	576795/576795	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:46:57%20GMT	https://www.classcentral.com/subjects	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
16:46:17	897703/897703	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:46:58%20GMT	https://www.classcentral.com/subject/cs	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
16:46:18	7880/7880	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:46:59%20GMT	https://www.classcentral.com/subject/maths	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
16:46:18	849350/849350	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:46:59%20GMT	https://www.classcentral.com/subject/health	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
16:46:19	7924/7924	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:01%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/humanities	(from https://www.classcentral.com/)
16:46:20	841475/841475	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:47:01%20GMT	https://www.classcentral.com/subject/business	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/business.html	(from https://www.classcentral.com/)
16:46:20	8140/8140	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:02%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/engineering.37.delayed	(from https://www.classcentral.com/)
16:46:21	7911/7911	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:02%20GMT	https://www.classcentral.com/subject/science	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/science	(from https://www.classcentral.com/)
16:46:22	8134/8134	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:03%20GMT	https://www.classcentral.com/subject/education	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/education.39.delayed	(from https://www.classcentral.com/)
16:46:24	8153/8153	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:05%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/art-and-design.3b.delayed	(from https://www.classcentral.com/)
16:46:24	830590/830590	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:47:05%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/social-sciences.html	(from https://www.classcentral.com/)
16:46:25	8147/8147	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:06%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/data-science.3c.delayed	(from https://www.classcentral.com/)
16:46:26	8201/8201	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:08%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/personal-development.3e.delayed	(from https://www.classcentral.com/)
16:46:27	876811/876811	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:47:07%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/programming-and-software-development.html	(from https://www.classcentral.com/)
16:46:27	7911/7911	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2009%20Mar%202023%2014:47:08%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/subject/infosec	(from https://www.classcentral.com/)
16:46:30	3030028/3030028	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:47:10%20GMT	https://www.classcentral.com/universities	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
16:46:30	170260/170260	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2011:13:49%20GMT	https://www.classcentral.com/report/	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
16:46:31	839531/839531	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:47:11%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
16:46:31	4282/4282	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2012:59:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/DeaDFuN/Desktop/asd10/asd10/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
16:46:31	33057/33057	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2006:52:50%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/DeaDFuN/Desktop/asd10/asd10/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
16:46:32	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/DeaDFuN/Desktop/asd10/asd10/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
16:46:32	35437/35437	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2013:57:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/DeaDFuN/Desktop/asd10/asd10/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
16:46:32	198154/198154	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2020:05:52%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
16:46:33	176699/176699	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2017:05:09%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
16:46:33	145252/145252	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2013:08:42%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
16:46:33	153347/153347	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2020:11:44%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:46:34	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Mar%202023%2014:36:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/DeaDFuN/Desktop/asd10/asd10/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
16:46:34	178491/178491	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2020:10:59%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:46:34	822597/822597	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Mar%202023%2014:47:14%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/DeaDFuN/Desktop/asd10/asd10/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
